num_trees15,min_distance_park,num_build50,mean_fa_ratio,Sensor.ID,Latitude,Longitude
3,277.38116729048295,1,0.020055925744221197,Bk-EN_17,-8226287.879809447,4527624.957407328
1,140.31413201622797,13,1.00444696348,Bk-EN_28,-8225712.047460669,4527632.218777712
1,89.5636292275246,11,0.8839447872447045,Bk-EN_31,-8225506.8934315,4527662.793789054
0,109.18174639048864,12,0.6450444524222244,Bk-EN_27,-8225382.9258201625,4527666.145618921
2,175.95491670710456,12,1.11764696553111,Bk-EN_09,-8226090.352278595,4527676.3981440235
3,55.68631171356262,17,0.9549250252116562,Bk-EN_29,-8225563.781030879,4527746.734251087
1,115.43779670422694,12,0.9074046897902139,Bk-EN_35,-8225621.261963146,4527789.368502866
1,132.70558142193937,7,1.288364710412247,Bk-RH_01,-8235825.79834592,4528052.463213796
2,163.08130190322376,15,1.0680921136581951,Bk-RH_04,-8235879.494415499,4528141.975216343
1,140.2775113271675,15,1.0837695655184554,Bk-RH_03,-8235856.086152975,4528146.489221694
0,91.06340847076798,17,1.0528300823882921,Bk-RH_05,-8236202.31648602,4528194.72061747
2,140.13627788948818,9,0.34450336548657545,Bk-RH_15,-8235765.033488676,4528278.127859142
1,263.6844887260095,21,1.4079551217478403,Bk-RH_16,-8237028.470747358,4528285.582925441
4,421.603096022904,21,1.2075241368977392,Bk-RH_13,-8236715.76984494,4528296.132673583
0,90.75265855725911,14,1.0082237704992982,Bk-RH_02,-8236168.044554389,4528360.593337921
2,167.25204556290586,26,1.5445702124481093,Bk-RH_11,-8237039.093966363,4528381.443478548
3,341.27547594829207,11,1.1792036711380964,Bk-RH_06,-8236463.397427363,4528456.422721571
1,231.21304384940416,23,1.360804121694677,Bk-RH_07,-8236813.848995498,4528499.759399337
3,46.85607510505499,22,1.2884780846010389,Bk-SH_05,-8229956.831076631,4528507.69647903
2,70.06436562178912,18,1.5991137365004517,Bk-RH_14,-8237287.084848785,4528548.781163497
2,100.6698458704005,21,1.1281299800182762,Bk-SH_23,-8230305.918981004,4528552.916682581
3,65.07040549421555,13,1.1395419855098807,Bk-SH_16,-8229483.310245449,4528562.371046934
3,139.28202765822522,6,0.6697313051232182,Bk-SH_25,-8229362.374977039,4528613.585805062
2,125.4483188587183,19,1.0325706650550333,Bk-SH_24,-8229722.792979187,4528641.341093702
3,181.95005427242197,22,1.366175827006587,Bk-SH_02,-8230163.278638282,4528651.185076273
6,221.90625995490694,24,1.656502772855326,Bk-RH_17,-8236833.197436192,4528690.552100997
5,116.27622379073426,20,1.4655983337104825,Bk-RH_08,-8237323.3493993,4528691.9035196155
3,85.60519772847158,12,1.1609585279920909,Bk-SH_26,-8229400.229169885,4528701.45807151
2,107.53392347471487,13,1.288455681164798,Bk-SH_03,-8230051.783262691,4528707.6908498
3,87.05499417946305,17,1.171198431982366,Bk-RH_10,-8237131.139600521,4528718.226126408
2,52.3780653245716,18,1.4534950917803315,Bk-SH_14,-8230007.360106696,4528741.714538966
2,103.28504943354763,17,1.1695792355282686,Bk-SH_27,-8229724.656467462,4528743.487858455
3,175.57774509516017,22,1.4482051375644545,Bk-SH_20,-8230291.693463276,4528802.97365475
1,106.98859270549622,25,1.6605599527663932,Bk-SH_13,-8229554.897583588,4528804.172565665
4,369.18897132876447,20,1.2817905490466805,Bk-RH_09,-8237528.521239586,4528845.428682148
2,175.43268832722669,24,1.5462819328282549,Bk-SH_19,-8230301.00533868,4528885.317795285
2,111.79264600363611,16,1.0157784539964032,Bk-SH_32,-8229754.02366233,4528891.9323994275
2,114.80939987270817,14,1.3037691312600688,Bk-SH_35,-8229393.379681616,4528906.051050445
1,118.0031248292167,20,1.2271558078074354,Bk-SH_04,-8229826.92902324,4528927.650371243
1,170.45952357854074,15,1.0590519663661604,Bk-SH_11,-8229787.269228254,4528974.160767691
3,189.91779422527182,19,1.2956233052893495,Bk-SH_12,-8229518.276810701,4528975.287320938
4,263.99863666082115,23,1.4430476685530977,Bk-SH_15,-8230240.473139172,4528975.722580148
3,31.005760704846626,21,1.1317461211051234,Bk-SH_01,-8229354.004864529,4528982.21695924
4,19.496123353986302,22,1.1771205790116697,Bk-SH_17,-8229338.129591945,4528984.039259305
3,189.30288792029606,22,1.4551380697231162,Bk-SH_22,-8229927.714350619,4529011.518475606
1,112.3030211091491,20,1.1912014442911076,Bk-SH_31,-8229447.148108864,4529016.182762271
0,211.24351870142317,19,1.200886507817612,Bk-SH_06,-8229677.854413949,4529030.032020121
3,252.70179440636852,15,1.4567999042166357,Bk-SH_30,-8230116.184927701,4529032.035770955
2,258.13689809937733,21,1.2249837072457541,Bk-SH_09,-8230056.646811246,4529068.255793675
3,108.05109568191067,14,0.9649028964326217,Bk-SH_18,-8229466.458700932,4529095.042602744
2,339.2445041728458,22,1.4969911618329355,Bk-SH_29,-8230133.66988012,4529122.699930232
1,118.48861844145068,23,1.2873399686772315,Bk-SH_07,-8229642.454815875,4529128.661088963
2,321.01738190589253,23,1.6195004597798242,Bk-SH_10,-8230321.070676897,4529133.489015278
2,121.16157238617178,16,1.1080429699427012,Bk-SH_21,-8229378.849148482,4529146.188342788
1,288.8054003066735,21,1.0763071111803968,Bk-SH_33,-8229828.469684991,4529150.034431196
3,346.72834703715665,23,1.4064750810871183,Bk-SH_08,-8230010.641805286,4529168.886386962
2,227.08404887477207,21,1.1798976316903125,Bk-SH_28,-8229772.278945624,4529196.503639433
2,452.58238266780137,18,1.1011214858947738,Q-JC_01,-8212986.9784319205,4530518.901266413
3,272.65865936224765,17,1.2748487803828514,Q-CH_33,-8208369.611819855,4530620.250983611
0,124.76521755811508,21,1.2185052059362822,Q-CH_26,-8208561.188210731,4530656.272857636
0,221.28833143492884,20,1.2982110412354226,Q-CH_29,-8208451.565228978,4530679.898193168
1,614.327962009765,5,0.864834429438595,Q-JC_04,-8212874.03590295,4530698.047722946
0,176.4133190800114,19,1.1880452669373578,Q-CH_26,-8208548.413185969,4530709.286538738
4,500.3983943259683,17,1.1998085424805829,Q-CH_13,-8209179.667056436,4530757.61923525
1,196.4304810276144,20,0.8613759870743551,Q-CH_22,-8208739.510903033,4530771.976109977
2,322.8307599581515,19,1.092155497768975,Q-CH_07,-8208935.840636165,4530807.608365785
0,266.73107168026786,20,1.7571391057242518,Q-CH_10,-8208796.321691964,4530829.956866757
1,354.66105705104377,23,1.1404965652446228,Q-CH_04,-8208415.3541118195,4530834.178101848
1,462.36230686125396,32,1.2510077455151265,Q-CH_11,-8208341.03165379,4530912.616041451
2,346.3028380063818,27,1.2873857631672574,Q-CH_03,-8208716.382052431,4530924.157646256
1,21.702436761523465,14,1.1824940396708978,Q-JC_03,-8213466.302348157,4530946.963670335
4,431.3779560636519,17,1.3065138660273765,Q-CH_25,-8208493.60614787,4530963.004808958
1,496.93477972550187,19,1.2304357756234072,Q-CH_12,-8209014.760589164,4530969.645016585
1,589.6794940923631,23,1.1788659308045546,Q-CH_20,-8209149.364777845,4530970.076936209
0,589.9381649557222,22,1.1103493582073511,Q-CH_19,-8208286.478424133,4531031.667784075
2,460.14593924068294,8,0.9241680562086114,Q-CH_28,-8208757.025911716,4531035.563966252
1,501.59505538509217,16,1.3175680678506112,Q-CH_27,-8208889.521709242,4531045.907773336
3,570.2373219593575,38,1.169976843783531,Q-CH_02,-8208374.713592119,4531062.922957504
2,678.8049588396287,26,1.278623783942651,Q-CH_09,-8208186.647104788,4531065.434325217
1,183.01839163555402,36,1.396375647495804,Q-JC_02,-8213370.996166114,4531077.3087753
1,473.8052162103963,8,1.0728898232805215,Q-CH_21,-8209286.308902225,4531128.443383396
2,598.7153242158753,17,1.0655702627333958,Q-CH_35,-8208483.289057464,4531142.869276207
1,496.441968411834,21,1.1983013575092283,Q-CH_16,-8208812.144644387,4531148.733586983
2,511.6606694211889,13,,Q-CH_08,-8208659.231739053,4531167.250471081
4,673.8638218520767,14,1.0371094547437343,Q-CH_17,-8208275.768375922,4531212.755652527
2,484.43764070000924,17,1.1494748469298957,Q-CH_14,-8208557.178482673,4531233.010233877
2,434.872008585743,8,,Q-CH_32,-8208700.949831422,4531236.596947871
1,337.50261535672456,22,1.2968066005445562,Q-CH_23,-8208916.19942521,4531288.064401244
1,279.7844139662117,12,1.2565454576630006,Q-CH_24,-8209160.665932552,4531302.666178851
1,407.96694165495603,19,1.0645431003115349,Q-CH_06,-8208549.403929437,4531325.752728048
5,205.3730048385937,22,1.2630966263232244,Q-CH_01,-8209111.3680960545,4531380.4139376115
2,205.69779601301767,27,1.3341560364835496,Q-CH_15,-8208708.509538042,4531471.043587846
1,260.3255018419592,0,0.0,Q-CH_31,-8208587.375007746,4531484.960750585
2,71.69259935386856,25,1.3514075792806732,Q-CH_34,-8209044.996076058,4531532.735736448
1,100.02543761906689,2,0.5424666343598186,Bk-RH_19,-8231272.506119562,4536082.90099831
2,55.63385810581231,13,1.0139410452339968,M-EH_01,-8231907.368967921,4540512.222273746
2,32.749409038441584,3,1.114693246754882,M-EH_35,-8231417.784734216,4540518.430561747
2,21.245141993877745,7,0.7964579758973969,M-EH_26,-8231950.146821843,4540562.340534891
4,143.13846587923888,10,0.989616213666811,M-EH_16,-8231233.092340652,4540594.309266257
0,225.53118908388888,1,0.7868399308400174,NYCHA-EH_10,-8232282.613613047,4540635.462968808
1,9.93343089209921,0,0.0,M-EH_32,-8230841.491522745,4540636.333487226
3,35.57924758168855,16,1.1162989974164528,M-EH_15,-8231993.299822448,4540640.432270878
0,244.8359578024576,1,0.7868399308400174,Bk-RH_22,-8232301.387645167,4540656.975460404
0,259.00638822541,1,0.7868399308400174,NYCHA-EH_05,-8232287.988118063,4540669.974237344
1,182.63666574857726,8,0.7798962988886484,M-EH_33,-8231664.061296478,4540672.063704187
0,74.48647773703378,12,1.1372131512208212,M-EH_31,-8231303.675576985,4540676.4997858945
1,107.3785135438031,9,1.162915639417412,M-EH_07,-8231847.803021592,4540682.827185752
0,263.07154515117594,1,0.36300543209970215,NYCHA-EH_06,-8232247.1205066005,4540717.78595864
0,252.229135351059,1,0.36300543209970215,NYCHA-EH_08,-8232224.549366648,4540731.513878245
2,151.64407858822247,4,0.6361911216737686,M-EH_04,-8231542.1397373825,4540736.709158881
4,107.03528768213289,9,0.9755362411268271,M-EH_02,-8231378.09265658,4540759.175658511
1,170.8629155704126,4,0.8896168946246542,M-EH_19,-8231146.466852503,4540765.044422067
0,238.9835101355516,1,0.7932705344724726,NYCHA-EH_03,-8232203.9007143,4540772.293547307
0,212.9365137250071,1,0.7932705344724726,NYCHA-EH_04,-8232174.377672147,4540784.3884099815
4,196.7547609090328,1,0.2717576219212017,M-EH_23,-8232271.719887677,4540797.900369775
0,107.22221482020956,0,0.0,NYCHA-EH_09,-8232026.803649592,4540839.3757856535
2,67.01821173390975,14,1.9120296102238927,M-EH_11,-8231728.847013731,4540865.521394457
0,79.67641294856756,1,0.9472669781440414,NYCHA-EH_13,-8232015.177441973,4540866.080218301
1,8.760521412877017,15,1.6360909536133161,M-EH_09,-8231673.212871817,4540883.486133881
0,124.89615979782434,1,1.1492148406065685,NYCHA-EH_12,-8232164.441294401,4540889.630969773
0,115.49410613777465,1,0.07129754081948127,M-EH_28,-8231458.187030205,4540898.248211554
0,59.35814031901267,1,0.8150703094589522,NYCHA-EH_01,-8232080.287098945,4540909.580535717
1,9.318374134531467,13,0.8601508762732805,M-EH_12,-8231562.810653629,4540917.849347494
1,4.698757630907809,9,0.9694709544740676,M-EH_17,-8231579.636594661,4540925.521486799
0,34.5212915722058,1,0.42580962199292227,NYCHA-EH_02,-8231966.8636697745,4540950.728672294
2,84.4543958905113,2,0.20745324100483695,M-EH_03,-8232291.382249337,4540961.390853123
0,59.042596367581474,4,1.064831668490384,M-EH_25,-8231092.279863968,4540967.934212792
2,15.299781092598222,1,0.45515442811679097,NYCHA-EH_11,-8232080.259269072,4540977.568914719
3,109.53244226019244,14,1.1388357467675885,M-EH_18,-8231465.164535888,4540980.330751286
1,101.99363248060357,11,,M-EH_06,-8231714.444498012,4541004.459250916
0,18.506752687973755,1,0.824937010150108,NYCHA-EH_15,-8231944.320359695,4541009.036708376
0,13.599520489969535,2,0.6560212207462353,NYCHA-EH_14,-8231973.516122546,4541038.820238139
0,117.50054587985282,11,1.529047296450947,M-EH_34,-8231609.470218194,4541058.103000334
1,57.05671833695056,1,0.050782927789161304,M-EH_10,-8231194.800662208,4541061.575055252
1,99.5513094770177,13,1.2788793219560655,M-EH_14,-8231456.405918352,4541068.344393487
1,103.79771541485086,0,0.0,M-EH_27,-8231870.494386595,4541070.588594421
0,73.10381508445653,1,0.4871054313423626,NYCHA-EH_07,-8232004.326018012,4541113.838442985
4,130.46275262919283,11,1.077138231215006,M-EH_20,-8231154.46627111,4541124.118797959
1,124.72022518653864,2,0.3306101339190012,M-EH_13,-8232093.472892628,4541164.114777806
1,236.9828963436209,15,1.3471329427820247,M-EH_30,-8230955.087497125,4541193.3116538515
2,160.15312436610643,2,0.17250727574418034,M-EH_05,-8232007.431831805,4541221.851744901
3,136.24620401555956,11,1.0922995777781555,M-EH_29,-8231260.358936727,4541224.833994059
2,27.39685899476683,0,0.0,M-EH_22,-8232149.320767966,4541252.6616403675
2,70.6164388686732,1,0.06871478542139839,M-EH_08,-8231845.281635126,4541322.9053522535
0,51.639611479969815,9,0.8635449096415343,M-EH_24,-8231372.5823417865,4541358.554305985
4,127.22275633221538,3,0.6060221981736055,M-CH_35,-8232054.080264422,4542020.014720279
1,86.46004933834533,5,0.6091098549372579,M-CH_28,-8231542.010606772,4542085.693219847
3,227.39071656035352,1,0.22556275913253004,M-CH_26,-8232020.6844171835,4542114.636287453
2,207.52270642556576,9,0.9779143418736671,M-CH_14,-8232145.724035218,4542115.348732194
2,96.94991833900465,1,0.006745308696531045,Bx-MT_19,-8227379.552207031,4542120.981498429
1,211.35783191453578,2,0.7060389731933199,Bx-MT_31,-8227882.865473534,4542142.040919696
1,242.37883180380592,11,1.0899937864165334,M-CH_20,-8231835.439878945,4542156.769601523
0,176.4828997584478,1,0.031587554447054696,Bx-MT_08,-8227303.298355838,4542186.771317488
4,161.55056471209068,20,1.0570561572639074,M-CH_11,-8232143.135857056,4542209.2578546265
2,18.69541627783453,1,0.14828484030850117,M-CH_32,-8232304.690494459,4542231.609695183
5,7.398159830932754,9,1.1759886008149962,M-CH_10,-8231551.019693162,4542232.429006635
5,19.002926101356646,13,1.336956137171452,M-CH_16,-8231586.53840309,4542234.86133751
5,190.64772502316134,22,1.5510280622156594,M-CH_21,-8231809.1773846755,4542238.200922233
1,110.41291860805441,1,0.010512628930555573,Bx-MT_14,-8227422.974600804,4542240.371652304
1,156.59311385565573,3,0.20293560161251115,Bx-MT_28,-8227805.5674455175,4542247.889057517
2,254.44226252325538,1,0.02984785667740529,Bx-MT_13,-8227245.078262152,4542253.229053491
4,208.62722280834427,24,1.3313876053581233,M-CH_15,-8232049.09426443,4542259.147910817
1,1.6375304985468278,2,0.539836640690198,M-CH_17,-8232335.278864141,4542275.946021977
0,0.0,0,0.0,M-CH_10,-8231464.086963218,4542287.181498182
4,156.1223691578648,2,0.2187222817000286,Bx-MT_21,-8227615.772166493,4542343.286521542
3,192.69398139043784,10,1.5195058630214695,M-CH_27,-8231797.611289583,4542365.746342005
1,72.18249712026683,3,,Bx-MT_02,-8228164.0640732525,4542365.767492708
1,209.6579553280368,4,0.09871955403627848,Bx-MT_24,-8227542.523941552,4542403.844324534
0,74.77727844905544,3,0.47857836550496824,Bx-MT_03,-8227991.030169959,4542408.631062638
3,62.477279722654814,5,0.6898580243493899,Bx-MT_30,-8228141.242464445,4542413.755098799
3,109.94400149044417,7,0.7726991167409786,M-CH_03,-8232310.115093246,4542448.594759832
4,140.1353240228104,16,1.3768603317952852,M-CH_08,-8231664.462046645,4542448.594759832
1,108.22493864185334,9,1.3725989420084161,M-CH_30,-8231775.781537439,4542451.934344557
4,48.611379644081495,17,1.4146132609836943,M-CH_13,-8232098.608060738,4542463.066293635
1,78.38657382921772,6,0.5948562785614241,Bx-MT_33,-8228103.3148007365,4542468.120198518
1,21.261237835074326,4,0.5527374510228071,Bx-MT_16,-8228172.07017103,4542483.494533392
1,196.83226076454685,5,0.18375487377608726,Bx-MT_09,-8227771.508134114,4542487.6679011015
2,0.0,8,1.052679226051589,M-CH_31,-8232120.871958897,4542520.9524288485
1,37.6099263346083,8,0.9023849059932728,Bx-MT_12,-8228262.538408002,4542522.510901719
1,110.79928549725165,10,1.2819241393361023,Bx-MT_01,-8228119.844631923,4542556.47893114
3,202.73941342451383,4,0.2695875528638813,Bx-MT_06,-8227924.611395777,4542565.038286787
2,228.2964589742611,5,0.15620497533456132,Bx-MT_27,-8227824.162253259,4542565.925503129
3,3.836409881684776,13,1.5906524311899874,M-CH_22,-8231796.375643235,4542598.542113931
3,68.25015811998705,9,1.3948331821194362,M-CH_29,-8231631.066199408,4542598.876072404
