num_trees15,min_distance_park,num_build50,mean_fa_ratio,Sensor.ID,Latitude,Longitude
4,89.2868464638349,14,1.3766132002571057,M-CH_04,-8232245.820294948,4542616.548041567
2,17.786084344349376,5,0.9386949261569277,M-CH_34,-8232020.6844171835,4542622.25316547
2,230.91957067700403,4,0.22845912156936515,Bx-MT_11,-8227863.274356349,4542634.858984607
3,196.83512004100933,16,1.7505226960602154,Bx-MT_35,-8227674.47316038,4542635.042661767
3,100.09563472413865,22,1.6750121622570908,M-CH_05,-8232296.311476389,4542637.503935709
1,105.40104457754816,21,1.7960837535023475,M-CH_19,-8231898.232977311,4542641.177478905
0,194.06564686795966,19,1.6925819460900502,Bx-MT_15,-8228119.381542844,4542648.858523769
2,72.70800858920916,11,1.1069007466433947,Bx-MT_10,-8228345.193129918,4542651.612567971
2,97.30695860490697,12,1.043342125771144,M-CH_09,-8231742.385690201,4542677.912910867
3,163.87850429281278,6,,Bx-MT_25,-8227780.8144435445,4542679.967868666
2,235.86876924315123,2,0.2616410607012932,Bx-MT_20,-8227512.168229607,4542697.0977119105
3,171.10468903400624,21,1.5857374963737334,M-CH_23,-8231335.634289597,4542704.245536414
2,159.84418873622934,1,0.09237454083137689,Bx-MT_05,-8228242.160262018,4542707.821118458
0,317.2348504067267,2,0.2059606212757199,Bx-MT_23,-8227411.055622926,4542713.757786903
3,114.88152859699848,4,0.5899061820288272,Bx-MT_17,-8227720.2577537475,4542714.86875542
0,181.32187932723664,5,0.5262497821308206,Bx-MT_22,-8227972.217176014,4542719.7690394055
0,63.17508529529597,10,1.030957982514008,M-CH_06,-8231887.101028232,4542728.0066817235
4,48.11858287275872,10,1.4348849051225074,M-CH_24,-8231071.8349262895,4542729.793359551
1,232.2743868638617,12,1.1083942519952943,Bx-MT_04,-8228143.434345218,4542732.792306634
1,48.73267006982318,11,1.5803317984664844,M-CH_18,-8231092.725141931,4542734.685851171
0,253.12851540355783,0,0.0,Bk-RH_33,-8224280.501072965,4542766.418585217
2,32.588847572443335,4,1.1331078739392195,M-CH_33,-8232321.247042326,4542788.119206752
2,121.76541287452757,1,0.11831655049686778,M-CH_07,-8231767.429236043,4542792.641004468
3,21.206188476708096,2,0.29929322434345706,Bx-MT_18,-8227680.499997609,4542836.858219407
3,36.60279409651972,13,1.7992221961773052,M-CH_25,-8231653.330097566,4542838.21297761
3,94.28364593199102,11,1.2628246043597056,Bx-MT_32,-8228031.661784099,4542839.994089462
1,16.432953520656064,12,1.445015799106253,Bx-MT_26,-8227857.335461514,4542857.137291044
1,111.71702712469101,2,0.07031684397368657,Bx-HP_35,-8224738.077613479,4542868.9827980595
2,125.5596016636646,2,0.06891033151623077,Bx-HP_35,-8224758.7574352855,4542878.510633277
1,137.09757628106877,5,0.19660397398238044,M-CH_01,-8232027.697545103,4542881.404940037
1,208.6719532786166,11,0.7242624492363301,Bx-MT_34,-8227452.132515028,4542917.806413527
2,164.609598328043,6,0.20421430898675252,M-CH_12,-8232070.869470023,4542920.612777889
1,3.2710426393560246,2,0.09704123553731653,Bx-HP_33,-8224447.285500045,4542965.451155586
0,274.83418204402915,5,0.1403648007665883,Bx-HP_05,-8224935.866745138,4542965.785114058
3,150.0253584572538,5,0.5487343151570494,Bx-HP_03,-8224812.302110357,4542983.373593603
3,284.109814931404,3,0.0937790207252082,Bx-HP_16,-8224947.2591818245,4542986.810026284
1,234.41235863069767,9,0.3472947521148254,Bx-HP_15,-8225222.737072912,4543024.005207743
1,232.47474473931962,5,0.09038752398574051,Bx-HP_07,-8225313.7964163795,4543028.1240289025
1,244.3169807256109,5,0.32178896859641937,Bx-HP_22,-8224906.033121604,4543034.246600896
1,34.3242147308888,2,0.13093091610718877,Bx-HP_26,-8224674.711219736,4543036.13903224
3,132.26384430192465,0,0.0,Bx-HP_31,-8224338.971635504,4543037.697505111
2,234.79906702295523,5,0.64886975247022,Bx-HP_18,-8225121.325016799,4543049.274732153
1,198.2092729622694,10,0.4920592877676109,Bx-HP_09,-8225216.169222955,4543061.631195631
3,276.8601645332312,5,0.45970493335718404,Bx-HP_34,-8225021.248794575,4543070.982032858
0,50.97167619285949,2,0.1714160119194596,Bx-HP_29,-8224557.603115421,4543071.427310821
1,160.33284342551127,0,0.0,Bx-HP_27,-8224379.8258886235,4543118.8494139
1,218.0835504950386,1,0.19056378344124678,Bx-HP_13,-8224612.421285468,4543232.102524247
5,151.17195483976508,12,0.7629479023630962,Bx-HP_17,-8225048.076791856,4543245.19703595
1,130.10171975553254,11,0.6280298944710319,Bx-HP_06,-8224944.99494338,4543249.761135072
4,13.074326750254782,21,1.003721251886386,Bx-HP_08,-8225274.1666776575,4543281.041911984
3,294.4661252593452,0,0.0,Bx-HP_32,-8224407.544441833,4543300.634142364
0,85.47276488356388,7,0.21379104000576174,Bx-HP_23,-8224828.109478049,4543334.920545529
5,85.49009857376228,3,0.18842832343252913,Bx-HP_11,-8225353.7601135755,4543386.016191802
6,86.6515437288863,3,0.18842832343252913,Bx-HP_12,-8225362.443033857,4543386.684108747
0,22.40385491626564,2,0.2617376718814937,Bx-HP_04,-8225002.324481141,4543396.9255019
4,317.49740016962625,1,0.3192224122769171,Bx-HP_24,-8224576.638748347,4543403.715990839
4,3.7467484332766774,3,0.8341463555524434,Bx-HP_10,-8224917.387709665,4543420.413914458
0,207.9851021326107,3,0.13072721086173467,Bx-HP_21,-8224699.980744146,4543466.1662251735
1,111.35057083964543,1,0.6395558646508047,Bx-HP_01,-8224831.449062773,4543486.982969953
3,53.98691083242573,4,0.6112843242297719,Bx-HP_19,-8225008.558372626,4543487.539567406
0,197.69865583249296,3,0.5160947268461661,Bx-HP_20,-8224818.869960313,4543594.406278567
4,5.035704755680659,6,0.6532427544465776,Bx-HP_25,-8225265.575039358,4543602.1006817715
3,237.85655416019657,7,0.8479523854494471,Bx-HP_02,-8224967.704119504,4543680.6788839325
1,26.161325936101978,1,0.07081572375892597,Bx-HP_30,-8225328.267950184,4543688.359928798
0,73.13758537221467,4,0.30677571212389565,Bx-HP_14,-8224601.240355813,4543701.718267692
3,291.0603328753329,5,1.0416626494190129,Bx-HP_28,-8224935.198828193,4543734.557517476
4,5.081858206398062,5,,Bx-MH_08,-8227560.095723174,4547400.006673479
4,4.361922299485764,5,,Bx-MH_08,-8227556.772836374,4547400.085710318
0,107.24483091954906,7,0.9973718529401647,Bx-MH_04,-8228013.182748627,4547413.444049212
2,30.460866439984002,2,0.17235713810153186,Bx-MH_15,-8228191.2939338945,4547442.387116819
4,154.63190215134415,6,0.4918745886684824,Bx-MH_23,-8227365.291067066,4547453.001430267
2,115.02192624464763,8,0.7635165569413008,Bx-MH_01,-8227305.158504528,4547473.020014295
4,130.32726786141185,4,,Bx-MH_33,-8227868.467410595,4547530.329514546
0,111.75139301307163,6,0.1818762815195014,Bx-MH_02,-8227489.981141897,4547567.064946507
1,32.647401756641585,3,0.316946984086052,Bx-MH_31,-8228113.37029034,4547593.781624299
2,52.16523982539535,10,0.7834315114405587,Bx-MH_35,-8227881.140021426,4547616.853701959
0,130.13258125581783,12,0.5292507262996898,Bx-MH_17,-8228226.470892985,4547618.271912273
2,193.25599299754066,12,0.9231267522112527,Bx-MH_11,-8227323.001905709,4547621.611496995
2,40.36752537900364,11,0.7770461223181957,Bx-MH_35,-8227874.730245148,4547635.735713988
1,115.48613839601566,15,0.5486520376515915,Bx-MH_17,-8228180.161984817,4547647.214979879
4,16.36636667676372,3,0.5187795601446186,Bx-MH_29,-8227712.620123483,4547652.780954419
2,57.83525054392092,16,1.0450628087741665,Bx-MH_11,-8227196.304740456,4547674.312370327
1,50.99427558292144,9,0.8209862114729893,Bx-MH_20,-8227990.918850468,4547692.8559711035
0,134.8188642801601,17,0.6186317924687961,Bx-MH_18,-8228235.821730212,4547750.742106317
2,121.3497966474545,9,0.66550050973679,Bx-MH_32,-8227612.432581769,4547788.590733185
1,193.78466250805715,7,0.7005112578326084,Bx-MH_19,-8227501.113090978,4547789.703928093
1,219.2462367243875,5,0.3444632031978395,Bx-MH_06,-8228100.716603821,4547821.521264953
2,47.80180429835945,6,0.5133968659061056,Bx-MH_26,-8227679.2242762465,4547827.552554964
1,166.06487601231393,4,0.11655716590375312,Bx-MH_14,-8227523.3769891355,4547838.684504042
3,66.40884507448746,5,0.5027019964202764,Bx-MH_30,-8227812.807665198,4547873.193546189
3,59.5768580187743,13,1.1317013615592866,Bx-MH_21,-8227400.925549263,4547895.457444347
5,231.3305712730041,7,0.8684850239742603,Bx-MH_05,-8228002.050799546,4547904.363003611
2,157.18876379276364,13,1.0339376393880624,Bx-MH_13,-8228211.9270015145,4547938.52806853
2,152.15010235747184,1,0.2222273136370682,Bx-MH_10,-8227874.126893506,4547963.580519933
2,202.46709457744004,16,0.8693345243153932,Bx-MH_16,-8228184.726083939,4547977.833867534
2,61.625981368576056,17,1.2942835655240088,Bx-MH_28,-8227579.036734533,4547980.060257351
1,36.372220148844846,1,0.18135945271958584,Bx-MH_25,-8227712.620123483,4547997.8713758765
2,331.0726246673559,14,0.7996077666327721,Bx-MH_03,-8228046.578595864,4548014.569299497
1,46.38634899828323,22,1.0521803498886975,Bx-MH_22,-8227389.793600184,4548033.493612931
2,76.91820565277679,1,0.18135945271958584,Bx-MH_09,-8227723.752072564,4548056.8707059985
1,215.80159047912724,5,0.7001224799801633,Bx-MH_12,-8227890.7313087545,4548068.002655077
0,10.428003829179746,8,1.2173723860513577,Bx-MH_34,-8227569.685897306,4548099.28343199
3,94.17103770817883,20,1.333863104877386,Bx-MH_24,-8227456.58529466,4548105.8512819465
2,216.3602431303005,13,1.135625296477984,Bx-MH_07,-8228183.00953739,4548114.319355611
1,788.199134905928,22,0.8039718526588028,Bx-EC_25,-8220679.284376345,4550247.776320978
3,765.2457850032639,9,0.5125677697330009,Bx-EC_36,-8220828.133007069,4550283.544386566
2,496.11633290732414,19,1.1196218060144953,Bx-EC_30,-8220354.729061352,4550298.244125323
1,674.1356577000391,5,0.6564788630634764,Bx-EC_05,-8221166.6511257915,4550305.84613335
1,615.7613997269934,5,0.8688765942926213,Bx-EC_31,-8220476.296624468,4550319.884634335
0,769.7583472663783,5,0.5193548735435727,Bx-EC_33,-8220633.479745467,4550340.590059621
0,778.3587401595304,10,0.8265661951973515,Bx-EC_32,-8220986.807809246,4550371.20291959
1,829.3657778836719,15,1.0867257737189442,Bx-EC_20,-8221212.563736574,4550465.601847783
0,678.9214115962159,7,0.9348153053151455,Bx-EC_28,-8220596.410355034,4550488.311023905
1,796.7525149978746,5,0.720412784944845,Bx-EC_18,-8220984.69273892,4550545.083964209
2,903.7414254685707,19,1.15823090083683,Bx-EC_23,-8221150.342820391,4550550.561996351
1,925.0265185315644,12,1.1152467829946404,Bx-EC_26,-8221284.358128966,4550562.142562979
2,555.8270578456452,18,1.1336745244487139,Bx-EC_19,-8220407.077051897,4550590.6537109595
1,600.8065427888442,18,1.103050595936667,Bx-EC_03,-8220765.357719821,4550637.763006269
1,658.3332908012136,13,1.1553802430988442,Bx-EC_17,-8220916.127724956,4550667.4329901505
2,697.9891306958111,16,1.0197684015248485,Bx-EC_09,-8221016.727148786,4550709.023065105
2,422.0423794250732,9,0.9367773501711034,Bx-EC_10,-8220370.917141702,4550727.9473785395
1,799.179004003711,12,1.2968376342651227,Bx-EC_29,-8221166.523108377,4550738.302317574
1,458.90934069492874,10,1.1151151175565603,Bx-EC_22,-8220767.980407023,4550804.804581374
4,666.4622856380201,9,0.8955302100721391,Bx-EC_13,-8221111.708277916,4550916.668424477
2,227.33262852294453,15,1.0301352170071882,Bx-EC_02,-8220421.250249465,4550918.852512887
3,296.294906706393,22,1.1041242715193968,Bx-EC_08,-8220668.859306032,4550933.817192034
1,459.6493089600382,15,0.8900614702367297,Bx-EC_01,-8220898.921071264,4550951.502519536
3,510.0446711713455,7,0.8667574194254346,Bx-EC_27,-8220981.426625061,4551014.168713683
3,405.0257504341888,8,0.9863756650608548,Bx-EC_34,-8220869.238842239,4551014.566124265
3,166.6029605038448,17,1.4497506404422509,Bx-EC_04,-8220550.917418731,4551017.231112875
1,764.5688744953184,15,1.0071270322937318,Bx-EC_06,-8221251.530011131,4551048.472927966
1,97.54399370048044,6,1.0532714655345077,Bx-EC_14,-8220454.1440458,4551052.032925282
1,368.4961323023636,10,0.965869721330067,Bx-EC_12,-8220859.365916601,4551105.474073227
1,52.62977320365775,1,0.155446184057532,Bx-EC_11,-8220471.398566873,4551107.247392715
1,150.27545613408188,13,1.646549304554971,Bx-EC_16,-8220640.431647668,4551128.881222555
8,63.59363721105915,0,0.0,Bx-EC_07,-8220559.38660559,4551190.68246426
0,362.88131337112287,3,0.5666116975078801,Bx-EC_21,-8220851.777266913,4551254.634398526
